"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"DTX2"	"DTX2"	1.41537685614857	8.23168229123917e-06	31138.5	83648.5	44072.7122351822
"ZMIZ1"	"ZMIZ1"	-1.41384095202716	8.44167830895797e-06	1484739	557438.833333333	2099184.80127185
"SOX15"	"SOX15"	-1.41233822630827	8.660742728745e-06	538543.583333333	213577	760605.689274699
"ZNF740"	"ZNF740"	-1.41217558796484	8.68884365929088e-06	36930.8333333333	14807.1666666667	52152.8212765315
"RHOF"	"RHOF"	1.41084870894506	8.86443437387456e-06	312691.25	876693.416666667	441160.046360916
"PDE7B"	"PDE7B"	-1.41021067233273	8.9626842340475e-06	68306.5833333333	25613.5833333333	96326.6728072519
"SELE"	"SELE"	-1.40974745395088	9.0122845124675e-06	38532.1666666667	15180.1666666667	54320.6238535442
"JRKL"	"JRKL"	1.409895253591	9.0122845124675e-06	6656.16666666667	19050	9384.49779044395
"DZIP1"	"DZIP1"	1.4088430256203	9.12232331937757e-06	663784.833333333	1726777.5	935168.632954198
"DHX16"	"DHX16"	1.40870919851119	9.12700181587112e-06	343955.833333333	976038.166666667	484533.74629825
"FUNDC2"	"FUNDC2"	1.40809368046733	9.21968593429109e-06	35911.1666666667	99837.6666666667	50566.2868415425
"DNAJB11"	"DNAJB11"	-1.40783681426529	9.29731784039119e-06	13421.8333333333	5241.66666666667	18895.7510815997
"ZBED3"	"ZBED3"	-1.40718414519064	9.32914979013498e-06	2167781.83333333	831785.583333333	3050468.22609897
"ATG4D"	"ATG4D"	1.40711851930547	9.38117692440068e-06	5161.25	13981.8333333333	7262.49045776535
"PDE9A"	"PDE9A"	1.40629590878712	9.44718000153815e-06	105052.25	293280.916666667	147734.549383881
"GMIP"	"GMIP"	-1.40583642740753	9.54356621735791e-06	16900.0833333333	7251.25	23758.7527762229
"SAAL1"	"SAAL1"	1.40457996319897	9.70681182561601e-06	1810835.08333333	4875514.58333333	2543462.67470773
"ILDR1"	"ILDR1"	1.40266988543438	1.00507153488759e-05	16643.4166666667	43940.1666666667	23345.21934907
"BRWD3"	"BRWD3"	1.40281085432062	1.00591807555233e-05	4386.83333333333	11700.3333333333	6153.89741609552
"PGBD1"	"PGBD1"	-1.40185064454754	1.01495301809304e-05	133582.083333333	52345.1666666667	187262.129620836
"MRPS18C"	"MRPS18C"	-1.40109031054038	1.02711563262272e-05	111037.166666667	44928.5833333333	155573.098326524
"GGT1"	"GGT1"	-1.40066607173352	1.03681812217491e-05	21182.25	8120.25	29669.2588979774
"CD3G"	"CD3G"	1.39970491882864	1.05156825647172e-05	11936.75	33502.25	16707.9276898277
"EPOR"	"EPOR"	-1.39896444182363	1.06108576727975e-05	271093.583333333	104356.666666667	379250.283489883
"PARP3"	"PARP3"	-1.4000074406529	1.06629653550595e-05	3543.41666666667	1357.41666666667	4960.80969866684
"CST3"	"CST3"	-1.39826343239159	1.09396099824656e-05	4300.25	1648.58333333333	6012.88232514195
"RAD9B"	"RAD9B"	1.3965001522317	1.10302413612011e-05	440676.333333333	1256197.16666667	615404.566584908
"MYO1G"	"MYO1G"	1.39498173735099	1.13213931933716e-05	70896	188462.666666667	98898.6252512361
"BLOC1S3"	"BLOC1S3"	1.39577444669645	1.1356566679967e-05	1699.08333333333	4514.75	2371.5370994745
"SLC9A3R2"	"SLC9A3R2"	1.39187192203215	1.19679916611685e-05	9140.5	22221.9166666667	12722.4053033349
"FNTB"	"FNTB"	1.39109321578879	1.2081951649428e-05	44842.1666666667	121259.583333333	62379.6338312703
"FZD5"	"FZD5"	1.39054525154426	1.21808263897989e-05	39488.9166666667	109834.083333333	54911.1255594601
"RAD21"	"RAD21"	1.3937121588655	1.21993671959077e-05	527.166666666667	1411.91666666667	734.718593081929
"SOX6"	"SOX6"	1.38982199158825	1.22872860078833e-05	134237.75	353184.5	186566.577051325
"VDAC2"	"VDAC2"	-1.38668461384717	1.2991541892569e-05	62929.6666666667	25736.3333333333	87263.6005211979
"ZNF263"	"ZNF263"	1.38518427795267	1.33080105280383e-05	1724367.16666667	4804041.75	2388566.28868446
"ZNF418"	"ZNF418"	1.38391424749957	1.36459606434318e-05	7873.08333333333	21122.25	10895.6721967514
"ZNF738"	"ZNF738"	-1.38320187941601	1.37795849925593e-05	29223.0833333333	11627.9166666667	40421.4237889972
"WDR31"	"WDR31"	1.38017105456245	1.44647536134817e-05	61462.5833333333	168543.75	84828.8784552992
"NLRX1"	"NLRX1"	1.38018849145587	1.44647536134817e-05	53525.9166666667	143055.166666667	73875.8541779591
"SURF1"	"SURF1"	-1.37976164287723	1.45386123646755e-05	728866.083333333	288994.25	1005661.46457749
"HOXB7"	"HOXB7"	-1.37594231654294	1.55417270732055e-05	1046013.5	437999.416666667	1439254.23832519
"FZD1"	"FZD1"	-1.37539872858	1.56033445023209e-05	162611.5	64673.5	223655.650352487
"SS18L2"	"SS18L2"	-1.37564625959822	1.56033445023209e-05	75514.5833333333	30928.0833333333	103881.354107618
"DLEU1"	"DLEU1"	1.37576089984478	1.56033445023209e-05	4233.91666666667	10811.5833333333	5824.85700320115
"CHCHD5"	"CHCHD5"	1.3757832272955	1.56033445023209e-05	3797.66666666667	10166.6666666667	5224.76610285923
"TRIM34"	"TRIM34"	-1.37419986543877	1.5915947030668e-05	38349.75	15932.3333333333	52700.2212896107
"ACOT13"	"ACOT13"	1.37280749206581	1.63301151202239e-05	7526.83333333333	20933.9166666667	10332.8931915307
"LILRB4"	"LILRB4"	-1.37195066187909	1.64826200465555e-05	341009.666666667	140330.583333333	467848.437890501
"TSPAN12"	"TSPAN12"	-1.37073069223956	1.68136527541578e-05	708676.75	290238.666666667	971404.97210158
"BCAR3"	"BCAR3"	1.36949474887324	1.71824493859728e-05	21764.3333333333	58430.1666666667	29806.1402127268
"XIAP"	"XIAP"	1.36913986175146	1.73471030033552e-05	4940.16666666667	13460.25	6763.77910702918
"SOX9"	"SOX9"	1.3662164303681	1.81287244017129e-05	146818.166666667	404567.416666667	200585.391576523
"NLRC3"	"NLRC3"	-1.36468996285762	1.85918889149731e-05	1705628.58333333	707450.5	2327654.20803807
"PACS2"	"PACS2"	-1.3649391478231	1.89958629455433e-05	3154.66666666667	1255.75	4305.92803166595
"FAM3C"	"FAM3C"	-1.36203226047196	1.95012422505894e-05	20114.9166666667	8067.16666666667	27397.1654167051
"FDXR"	"FDXR"	1.36084173426776	1.99979150144063e-05	3367.83333333333	9327.58333333333	4583.08815405809
"TCTE3"	"TCTE3"	-1.35997222880745	2.00761700580119e-05	579769.75	256288.25	788470.759102639
"FAM84A"	"FAM84A"	-1.35988469199144	2.01283975785189e-05	25989.25	10760.0833333333	35342.3832313384
"RAB4B"	"RAB4B"	1.35920735503782	2.02801525134404e-05	148591.5	417840.666666667	201966.659696102
"TAF1B"	"TAF1B"	-1.35820641495961	2.0636065332499e-05	54065.6666666667	21737	73432.3352957349
"ELF1"	"ELF1"	1.35744278634689	2.10234877690452e-05	3763.41666666667	9887.91666666667	5108.62280618434
"MB"	"MB"	1.35656589993657	2.11204909980821e-05	33150.6666666667	90793.4166666667	44971.063960164
"DERL3"	"DERL3"	-1.35671430328907	2.11204909980821e-05	24664.9166666667	9340.83333333333	33463.2452310996
"MOCS2"	"MOCS2"	1.35582282944726	2.13841638669913e-05	15104.3333333333	39196.25	20478.7999569145
"ZNF35"	"ZNF35"	1.35175682786466	2.29486916841957e-05	12743.5833333333	35050.9166666667	17226.2257822957
"ZMYND10"	"ZMYND10"	-1.35239712457096	2.30613991182166e-05	4263.58333333333	1713.41666666667	5766.05784036868
"NIPBL"	"NIPBL"	-1.35111031468869	2.30872568294941e-05	127426.416666667	53083.5833333333	172167.145922153
"NADK"	"NADK"	-1.34913351983485	2.38732702092479e-05	92542.4166666667	38399.4166666667	124852.076331523
"BAG4"	"BAG4"	-1.34965863297946	2.39161854121517e-05	7054.5	2705.66666666667	9521.16682635358
"TMCC1"	"TMCC1"	1.34756394225246	2.44494041851708e-05	58913.9166666667	155134.75	79390.2697968661
"DNAJA3"	"DNAJA3"	1.34712336985857	2.4600563703862e-05	46294	124443.666666667	62363.7292842327
"CORT"	"CORT"	1.34459589205028	2.57047610095032e-05	17782.0833333333	43602.1666666667	23909.7162020957
"SAP30"	"SAP30"	-1.34267036272014	2.65540824353095e-05	36322.4166666667	14842.9166666667	48769.0323607053
"GIMAP4"	"GIMAP4"	1.34167002048512	2.7033535642591e-05	7595.08333333333	20459.5	10190.0956114195
"ZZEF1"	"ZZEF1"	1.34113872620175	2.70940845985245e-05	333173.75	868522.583333333	446832.21867886
"KLF13"	"KLF13"	1.34103818409228	2.70940845985245e-05	54669.25	138186.5	73313.5517456871
"NF1"	"NF1"	-1.34212471445245	2.70940845985245e-05	4421.5	1764.75	5934.20442495152
"ERCC3"	"ERCC3"	-1.33961260010053	2.77878274826539e-05	31413.5	13396.25	42081.9204132581
"CYYR1"	"CYYR1"	-1.33869031342964	2.81349972774052e-05	172904.083333333	69059.3333333333	231465.021510764
"SNX12"	"SNX12"	-1.33678457487313	2.90336719636187e-05	378332.333333333	156094.416666667	505748.827375759
"NSUN7"	"NSUN7"	1.33515578171507	2.98666443104756e-05	18938.4166666667	49166.0833333333	25285.736509029
"ELF4"	"ELF4"	-1.33516541324243	2.99540941925684e-05	12807.3333333333	5264.5	17099.9085025336
"USP1"	"USP1"	1.33323296594641	3.09555699075618e-05	4368.08333333333	11800.4166666667	5823.67269800108
"LRRN1"	"LRRN1"	-1.33129700567795	3.17362298537956e-05	1442184.41666667	657272.666666667	1919975.79554373
"PGS1"	"PGS1"	1.33141953630102	3.20062927166336e-05	2579.25	6676.91666666667	3434.0638390044
"BOD1"	"BOD1"	-1.33013544598327	3.22747074078444e-05	10843407.75	4262921.58333333	14423201.0035247
"ZNF230"	"ZNF230"	-1.32580968483428	3.47808693041328e-05	78778.3333333333	32322.8333333333	104445.077288436
"LRRCC1"	"LRRCC1"	1.32517059359983	3.51003297646404e-05	40333.3333333333	102483.166666667	53448.547275193
"RGL3"	"RGL3"	-1.3244739369409	3.54431087610591e-05	1626947.41666667	668579.25	2154849.45014833
"IL17RA"	"IL17RA"	-1.32419440751114	3.56151311812899e-05	45598.5	19170.6666666667	60381.2786908967
"POLA1"	"POLA1"	1.32343131712478	3.59930196810168e-05	44063.8333333333	114072.583333333	58315.4569859
"ZMYM3"	"ZMYM3"	1.32429746503533	3.6369169804951e-05	1158.08333333333	3023.5	1533.646822633
"ARFGEF1"	"ARFGEF1"	1.32119510515859	3.7286794656051e-05	57498.9166666667	144519	75967.2872519214
"CCL28"	"CCL28"	-1.31863990969004	3.88977979435779e-05	478674.083333333	199228.5	631198.750017627
"TRIO"	"TRIO"	1.31844365934446	3.90298360100534e-05	16364.6666666667	44232.5833333333	21575.8910039522
"IQGAP1"	"IQGAP1"	1.31695175540854	3.99730577200294e-05	20078.1666666667	52258.5833333333	26441.9768370518
"ANKS1A"	"ANKS1A"	1.31646665270211	4.0182660716176e-05	517487.666666667	1344939.33333333	681255.25635129
"ZBTB39"	"ZBTB39"	-1.31512918238256	4.10583788304658e-05	616603.25	247848.083333333	810912.928026928
"RCBTB1"	"RCBTB1"	1.31438667702506	4.15275802418453e-05	93513.1666666667	238459.083333333	122912.460393091
"PRPSAP1"	"PRPSAP1"	-1.314911326972	4.15947552292942e-05	6309.5	2637.25	8296.43301752986
"RNFT2"	"RNFT2"	1.31351574358775	4.20093004007843e-05	195729.916666667	513130.083333333	257094.327032785
"SAE1"	"SAE1"	-1.31205146526674	4.30203760858721e-05	295619.166666667	119128.75	387867.560785933
"GSTM2"	"GSTM2"	1.3110551521797	4.37595176385188e-05	17766.0833333333	46895.5	23292.3150882206
"NEURL4"	"NEURL4"	1.31081271087681	4.38132786305906e-05	63757.25	168513.5	83573.8137105507
"CD163L1"	"CD163L1"	1.30980548976427	4.51865963650065e-05	2070.58333333333	5412.25	2712.0614170144
"FGD1"	"FGD1"	1.30680179931679	4.70022494976591e-05	6302.58333333333	16363.3333333333	8236.22724034402
"GUK1"	"GUK1"	-1.3055656142205	4.77164666695901e-05	226219.083333333	92809.4166666667	295343.856480481
"PNMA2"	"PNMA2"	-1.30540065073326	4.78029795294753e-05	86110.5833333333	34959.3333333333	112408.811518354
"TMEM37"	"TMEM37"	1.30468880764652	4.82686906766845e-05	299834.666666667	751169.75	391190.933744425
"ILF2"	"ILF2"	1.30269794473361	4.98702135294517e-05	183932.916666667	476735.083333333	239609.032510525
"EFR3A"	"EFR3A"	1.30109828247376	5.11746595986761e-05	187337.916666667	500885.833333333	243745.041617212
"ZNF331"	"ZNF331"	1.3007083117796	5.15444721244635e-05	13503.0833333333	34399.4166666667	17563.5727263192
"GREB1L"	"GREB1L"	-1.30044928711084	5.15799493220282e-05	384977.833333333	159173.666666667	500644.14891181
"APPBP2"	"APPBP2"	-1.29865644480893	5.31202718820891e-05	126606.583333333	54979.6666666667	164418.455401073
"POR"	"POR"	1.29795568368249	5.37800026638304e-05	12470.4166666667	31292.8333333333	16186.0481903889
"CMTM8"	"CMTM8"	1.29557229599139	5.66515310689415e-05	1973.33333333333	5120.16666666667	2556.59599742302
"CLIC5"	"CLIC5"	1.29465841268566	5.68278077822339e-05	6646.66666666667	16643.3333333333	8605.16291631735
"TBC1D1"	"TBC1D1"	-1.29577761994042	5.75317076734108e-05	2028.41666666667	858.166666666667	2628.37692058082
"KLHDC7A"	"KLHDC7A"	1.29222551678227	5.90081228039931e-05	8047.83333333333	21282.5	10399.6155881443
"PCDHGA11"	"PCDHGA11"	1.28840152335316	6.26533433346291e-05	165994.166666667	434353	213867.137201072
"LAMB2"	"LAMB2"	-1.28807668919775	6.29345199349153e-05	85182.0833333333	35930.8333333333	109721.055878967
"MYLK"	"MYLK"	-1.28819282991159	6.29345199349153e-05	16230.5833333333	6963.25	20908.1210752825
"RAB3A"	"RAB3A"	1.2875276694367	6.32864316688787e-05	142072	405569.083333333	182921.631052211
"ADAMTS12"	"ADAMTS12"	-1.28321920225075	6.78639676781874e-05	1641959.08333333	666150	2106993.42504338
"PNO1"	"PNO1"	1.28325105992146	6.78639676781874e-05	98910.6666666667	249769.5	126927.217837539
"ZFAND6"	"ZFAND6"	-1.2822336007991	6.92886905502631e-05	15791.25	6256.41666666667	20248.0713486188
"OTUB2"	"OTUB2"	1.28239074121753	6.98347504340857e-05	1713.83333333333	4274.66666666667	2197.80399865664
"TSPAN17"	"TSPAN17"	-1.28069143628384	7.05204979849562e-05	171091.916666667	76178.6666666667	219115.952492389
"CPSF4"	"CPSF4"	-1.28029414399062	7.07600576923614e-05	607991.833333333	262562.75	778408.383810785
"SLC25A15"	"SLC25A15"	-1.2804713843052	7.07600576923614e-05	21959.25	9259.58333333333	28118.1912458039
"SLC43A1"	"SLC43A1"	1.2774359780118	7.41483097748196e-05	125515.416666667	311127.083333333	160337.909045141
"SF3B4"	"SF3B4"	1.27730867339771	7.42873312740361e-05	19682.5833333333	47070.0833333333	25140.7344065398
"PRPF40A"	"PRPF40A"	1.27797854522553	7.43250073282854e-05	1944.75	4686	2485.34877582735
"KIF3B"	"KIF3B"	1.27113097931772	8.20901920996739e-05	86461.9166666667	208558.416666667	109904.420806187
"DNALI1"	"DNALI1"	1.27091474944544	8.25148632272333e-05	8830.91666666667	21272.5	11223.3422427902
"ZNRD1"	"ZNRD1"	-1.26769696166214	8.73151053357668e-05	11618.25	4694.33333333333	14728.4202248312
"SLC1A4"	"SLC1A4"	1.26644022074575	8.85932725764123e-05	11693.4166666667	29070.9166666667	14809.0131846053
"VWA5B2"	"VWA5B2"	1.2650647403677	9.04275210892574e-05	21082.4166666667	53764.75	26670.6219667404
"KRT18"	"KRT18"	-1.26418873061041	9.1499672479481e-05	738262.5	337996.166666667	933303.132732268
"TMCO3"	"TMCO3"	-1.26357867894891	9.2180488628777e-05	153369.166666667	69750.8333333333	193794.009008162
"NUP205"	"NUP205"	1.26363599661047	9.2180488628777e-05	23968.5833333333	62382.25	30287.5646877578
"GIMAP8"	"GIMAP8"	1.26344870766682	9.22836087955109e-05	32424.25	83604.25	40966.3767595659
"BCOR"	"BCOR"	1.26318421116878	9.2482791323025e-05	140831.75	329944.583333333	177896.443031269
"POC1B"	"POC1B"	1.26280134327443	9.29311729241626e-05	146497.166666667	353617.083333333	184996.818852564
"FLYWCH1"	"FLYWCH1"	-1.26265894475097	9.30243460649546e-05	209679.5	88446	264753.696205912
"CCNT1"	"CCNT1"	-1.25738979728043	0.000101419794567813	384336.5	159248.333333333	483260.793822469
"NIP7"	"NIP7"	-1.25612678185109	0.000103614316560033	33464.6666666667	14840.4166666667	42035.8640457194
"SCLT1"	"SCLT1"	1.25571932736549	0.000104110277532771	18322.4166666667	45280.0833333333	23007.8127323769
"LGALS1"	"LGALS1"	-1.25522082673143	0.000104918517635734	28831.6666666667	12134.5833333333	36190.1084693784
"SYT9"	"SYT9"	-1.2549371266449	0.000105059506591143	98818.4166666667	42678.6666666667	124010.899871265
"HSPD1"	"HSPD1"	1.25363814968125	0.000107128389151737	184719.333333333	455744.75	231571.203250355
"DPF2"	"DPF2"	-1.25315202639628	0.000107849465941252	230270.583333333	101464.25	288564.048123621
"SCUBE3"	"SCUBE3"	1.25236581899975	0.00010920498022038	22252.4166666667	53160.6666666667	27868.1660234737
"MAP3K11"	"MAP3K11"	1.25218489622806	0.00010926193042013	92496.6666666667	222545.416666667	115822.928951441
"ZNF471"	"ZNF471"	-1.25145676785219	0.000110514263340767	60193.0833333333	27124.8333333333	75329.0415153907
"PUS10"	"PUS10"	1.24843345477362	0.000116009121103619	31957.5	78163.75	39896.8121309279
"EBI3"	"EBI3"	-1.24791491184301	0.000117008148479835	30932.75	13345.0833333333	38601.439989312
"POLN"	"POLN"	1.24730846011379	0.00011774456874916	154142.5	369045.333333333	192263.24431309
"EMG1"	"EMG1"	-1.24833551025135	0.000117783459909767	3857.41666666667	1659	4815.35020283538
"HOPX"	"HOPX"	-1.24584282748109	0.000120480498028071	39803.25	17075.3333333333	49588.5935229368
"ARRB1"	"ARRB1"	1.24411293919757	0.000123596274597948	97055.25	238789	120747.692342055
"ZNF577"	"ZNF577"	1.24421716799123	0.000124084023306101	3760.66666666667	9076.91666666667	4679.086029759
"POMP"	"POMP"	-1.24314283363873	0.000126975903476681	4929.66666666667	2134.5	6128.27978889438
"SNX5"	"SNX5"	1.24113183266473	0.00012935797879287	26565.4166666667	64877.0833333333	32971.1842730021
"BRIX1"	"BRIX1"	-1.24049424333379	0.000130725329001502	21692.1666666667	10216.6666666667	26909.007875437
"THRSP"	"THRSP"	-1.23926397270375	0.000132929079627163	112951	51840	139976.104980861
"CBX5"	"CBX5"	-1.23738224558248	0.000136844522037749	2400082.58333333	1011945.66666667	2969819.57654839
"DYNC1LI2"	"DYNC1LI2"	1.23656044065638	0.000138831151093647	12246.8333333333	29232.4166666667	15143.9496233119
"IGSF9"	"IGSF9"	-1.23632398830742	0.000138866581067524	211118.25	102639.916666667	261010.556844483
"TRO"	"TRO"	1.23627493239918	0.000138899338209892	21122.25	46862.3333333333	26112.9081908685
"SIRT1"	"SIRT1"	-1.23791189307724	0.000138899338209892	2363	1040	2925.18580334152
"GTPBP10"	"GTPBP10"	1.23446855118443	0.000142908682454938	10114.3333333333	26314.9166666667	12485.8264161964
"LRRC1"	"LRRC1"	-1.23429811902574	0.000143692730084824	10051.5833333333	4339.83333333333	12406.6504015638
"KIF17"	"KIF17"	-1.23371514019218	0.000143854762344994	556334.583333333	250775.083333333	686358.398470841
"LYSMD1"	"LYSMD1"	-1.23241210454846	0.000146747511934454	649942.833333333	278636	800997.415064521
"PKP4"	"PKP4"	1.23188452500639	0.000147903790330112	36516.75	87279.5	44984.4192285269
"MRPS25"	"MRPS25"	1.22954586544203	0.000153587070059982	17333.9166666667	41750.75	21312.8455694168
"ANGEL2"	"ANGEL2"	1.2291169556434	0.000154507289835395	14327.75	34540.9166666667	17610.4804612198
"ATAD5"	"ATAD5"	1.2281706475294	0.000156457232219421	54834.9166666667	134680	67346.6351097209
"TFAM"	"TFAM"	1.22824191592606	0.00015666364361664	4792.75	11707.6666666667	5886.65644255461
"TNXB"	"TNXB"	1.22863543467012	0.00015666364361664	2482.91666666667	6047.5	3050.59939799968
"PLVAP"	"PLVAP"	1.22620585691799	0.000161243676207195	9709.08333333333	23493.0833333333	11905.3348486382
"LGI3"	"LGI3"	-1.22590511227581	0.000161591701948492	41434	18506.0833333333	50794.1524220361
"CRYBB1"	"CRYBB1"	-1.22562166009153	0.000162457869383531	16983.5	7693	20815.3454641645
"FOXO3"	"FOXO3"	1.22350943932554	0.000167351417041387	65875.0833333333	164271.916666667	80598.7862746896
"RNF212"	"RNF212"	1.22293048937336	0.000169091434357204	7676.25	17928.3333333333	9387.52016905223
"SLC7A11"	"SLC7A11"	1.22360715898228	0.000169091434357204	1915.25	4737.5	2343.51361124081
"FST"	"FST"	-1.22249705513005	0.000169486055027922	68191.6666666667	30011.6666666667	83364.1116844103
"ATP1A2"	"ATP1A2"	-1.22018222936868	0.000175657971010779	144877	64856	176776.340844246
"TBC1D23"	"TBC1D23"	1.21938367325438	0.000177647938073179	152597.666666667	321437.583333333	186075.103310047
"NAPSB"	"NAPSB"	-1.21841963725699	0.000180166027622642	17171905.25	7251386.08333333	20922586.5657163
"HEBP2"	"HEBP2"	1.21826811121589	0.000180453015569726	48379.0833333333	113186.666666667	58938.6944748563
"MYOZ1"	"MYOZ1"	-1.21756287388306	0.000182805445172509	18699.8333333333	8482.91666666667	22768.2228144676
"XKRX"	"XKRX"	-1.21706110251556	0.000183993214677151	21329.75	9320.16666666667	25959.6090513813
"CYP1B1"	"CYP1B1"	1.21672896467665	0.000184179655729058	86182.1666666667	209744.333333333	104860.338421924
"LMO4"	"LMO4"	-1.21549264574451	0.000187654991113822	175671.916666667	79530.0833333333	213527.922772176
"GJC2"	"GJC2"	-1.2145192596761	0.000190687762761213	31350.1666666667	14225.3333333333	38075.3812107224
"HPS3"	"HPS3"	1.21367321126718	0.000193115337998838	12017.8333333333	28772.9166666667	14585.7223741404
"SULT1C2"	"SULT1C2"	1.21269935649654	0.000195448355780213	446261.5	1012288	541181.033879182
"EHHADH"	"EHHADH"	-1.2122918464702	0.000197306826819181	13060.4166666667	6062.41666666667	15833.0366365035
"KIAA0586"	"KIAA0586"	-1.21191985891167	0.0001978773354725	23640.5	10609.8333333333	28650.3914246013
"TRAF6"	"TRAF6"	-1.21114421256399	0.000199574550491773	1259164.58333333	561715	1525029.89776972
"OPN3"	"OPN3"	-1.21044298845269	0.000201702580709992	80924.75	36796.25	97954.7962297871
"INTS1"	"INTS1"	-1.20958881853989	0.00020567101523051	8302.08333333333	3770.25	10042.1071705864
"GDPD1"	"GDPD1"	1.20743512830174	0.000211063961323738	91783.75	215435	110822.923957265
"SIGLEC9"	"SIGLEC9"	-1.2071228263008	0.000212257801313307	28993.4166666667	12945	34998.6150707834
"MTX2"	"MTX2"	-1.2070757058331	0.000212572450878052	14585.4166666667	6610.33333333333	17605.7021177865
"ZC3H8"	"ZC3H8"	-1.20483223749444	0.000219374114698543	62804.8333333333	27058.8333333333	75669.2878704654
"KRAS"	"KRAS"	1.20450016932527	0.000220075947854279	65173.3333333333	156998.166666667	78501.291035492
"PLSCR1"	"PLSCR1"	-1.20309856198738	0.000224717118192777	542772.75	240342.666666667	653009.115010937
"JAK1"	"JAK1"	1.20264681527837	0.000226080299700988	89090.0833333333	212244.25	107143.904993718
"PHYHD1"	"PHYHD1"	-1.20143760307978	0.000229687196391382	87993	40111.75	105718.099007799
"CDK17"	"CDK17"	-1.20147508747175	0.000229687196391382	44822.4166666667	19836.9166666667	53853.0169852784
"ZDHHC15"	"ZDHHC15"	1.20156078113828	0.000229687196391382	38719.4166666667	94876.9166666667	46523.7325352184
"TUBGCP6"	"TUBGCP6"	1.19989445664431	0.000234942695055042	259291.833333333	580615.833333333	311122.833469808
"ABCA3"	"ABCA3"	-1.19983003182055	0.000235058999075193	59070.75	27337.25	70874.8598521636
"OTUD5"	"OTUD5"	-1.20083591642543	0.000235933668579682	3421.33333333333	1460.41666666667	4108.4599487302
"GFER"	"GFER"	-1.19717076223128	0.000246949291838585	6473.08333333333	2881.58333333333	7749.38610815325
"MRPL14"	"MRPL14"	-1.19584887198122	0.000249913601194103	24177.0833333333	11059	28912.1378319626
"SCRN1"	"SCRN1"	-1.1953047804563	0.000252303532400483	12835.6666666667	5982.25	15342.5337270103
"RSU1"	"RSU1"	-1.19493548812303	0.000253056878657619	20397.25	9176.41666666667	24373.3978851174
"FXYD6"	"FXYD6"	-1.19441723767731	0.000254158892125418	67254.3333333333	35454.5	80329.7350418288
"PTMS"	"PTMS"	-1.1921295310411	0.000263119767324895	1240950.16666667	572751.333333333	1479373.34023371
"VPS33A"	"VPS33A"	-1.18996261167203	0.000272483919418152	31862	14904.25	37914.5887330941
"FTH1"	"FTH1"	1.18982947336218	0.000273770040842723	4704.25	11168.25	5597.25530006405
"IFT20"	"IFT20"	1.1880999301446	0.00027945623464869	289922.833333333	668410.333333333	344457.298030658
"FXYD5"	"FXYD5"	1.1877457978067	0.000280900673042086	27757.25	62776.6666666667	32968.5570461701
"WASH2P"	"WASH2P"	1.18719358824871	0.000284096272989733	5569.66666666667	12844	6612.27255534925
"TAF1"	"TAF1"	-1.1870768450129	0.000285527292792403	6888.91666666667	3143.08333333333	8177.67346222346
"RPS10"	"RPS10"	-1.1856557966243	0.000289802432545391	19329.5833333333	9067.58333333333	22918.2325254992
"FOXP1"	"FOXP1"	1.18413446058593	0.000295624947858175	342930.416666667	790434.666666667	406075.723958091
"C2orf49"	"C2orf49"	-1.18359765328263	0.000298244537255298	38793.5833333333	17351.5833333333	45915.9941957575
"ALG5"	"ALG5"	-1.18143529116467	0.000309017078346431	16443.25	7313.75	19426.6358514434
"TSR2"	"TSR2"	1.18041706729545	0.00031302012672797	11839	27760.75	13974.9576597108
"PRKACA"	"PRKACA"	-1.17944994974994	0.000317374429723807	26353.3333333333	12391.75	31082.4376757434
"CHD7"	"CHD7"	-1.17842682738148	0.000321985263427305	38437.3333333333	17238.9166666667	45295.5847730045
"CRTC2"	"CRTC2"	-1.17778092637242	0.000324445293946438	124383.083333333	58585.0833333333	146496.023113391
"ELL"	"ELL"	-1.17667753330292	0.000330635692237986	20914.0833333333	9225.91666666667	24609.1319879584
"GLG1"	"GLG1"	-1.17623321677021	0.00033159234185592	123564.083333333	56804.75	145340.17921643
"CITED2"	"CITED2"	1.17420198684422	0.00034242627548168	15159.5833333333	42481.8333333333	17800.4128697306
"SATB2"	"SATB2"	-1.17400193233231	0.000342496689232254	203392.333333333	94901.9166666667	238782.992354911
"HNRNPA2B1"	"HNRNPA2B1"	1.17339427066021	0.000346075284311654	11057.9166666667	26041.6666666667	12975.2960621047
"FAM118B"	"FAM118B"	1.17330647279637	0.000346265616660639	6431.66666666667	15914.4166666667	7546.31613086864
"C16orf86"	"C16orf86"	1.17389314662585	0.000346265616660639	2235.41666666667	5160.91666666667	2624.1403048532
"ADSSL1"	"ADSSL1"	-1.17218185906476	0.000351564010650207	20887.8333333333	9616.66666666667	24484.3393085016
"DCAF4"	"DCAF4"	-1.17181157371752	0.000356127406425786	5522.41666666667	2514.91666666667	6471.23176489054
"LIG3"	"LIG3"	1.17088110881021	0.000356807623149253	258324.5	620917.166666667	302467.276992842
"OGFOD2"	"OGFOD2"	1.17155143485748	0.000358968260495121	1499.66666666667	3624.83333333333	1756.93663514126
"TPT1"	"TPT1"	1.16803204636664	0.00037228331736478	70695.3333333333	166804.333333333	82574.4148619049
"RDH12"	"RDH12"	1.16821122505517	0.000374311840675257	2641.58333333333	5942.16666666667	3085.92730191865
