"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"DDX19A"	"DDX19A"	-1.66283341344738	4.91307410244847e-30	217902.060606061	73850.0909090909	362334.827234793
"KIF3C"	"KIF3C"	1.65799621753711	7.14459824954148e-30	78342.8484848485	270680.545454545	129892.146458961
"PTPMT1"	"PTPMT1"	1.65459638714254	9.31636758893846e-30	35757.2121212121	120987.121212121	59163.7539900472
"NAA38"	"NAA38"	1.65010320996773	1.31148946354578e-29	221685.545454545	761229.606060606	365804.030157992
"S100A1"	"S100A1"	-1.6498703706649	1.33941184785648e-29	106322.757575758	36772.4242424242	175418.76745163
"PDXK"	"PDXK"	-1.64836759348955	1.50225648459195e-29	104031.242424242	35953.4242424242	171481.728722576
"USP33"	"USP33"	-1.6473137829958	1.62905323582865e-29	83104.6060606061	28653.8484848485	136899.362994073
"RPL28"	"RPL28"	-1.64449601414543	2.02216633778849e-29	79781.7272727273	27877.4242424242	131200.732501638
"GPR180"	"GPR180"	1.64379709437222	2.11654636177637e-29	131175.121212121	503968.181818182	215625.283102409
"ST8SIA4"	"ST8SIA4"	1.63950798743621	2.94393992350769e-29	83647.6363636364	286939.939393939	137140.967948342
"NPHP4"	"NPHP4"	1.63919508836682	3.00513479610863e-29	283289.878787879	976334.545454545	464367.377893123
"ANKRD54"	"ANKRD54"	1.638680940061	3.12399016948956e-29	107647.575757576	356763.696969697	176400.030637711
"FLCN"	"FLCN"	1.63615978508335	3.78034427524832e-29	716236.696969697	2427022.66666667	1171877.68018275
"THSD4"	"THSD4"	-1.6358056267273	3.88283516139876e-29	358447.424242424	124741.636363636	586350.313461666
"ZNF704"	"ZNF704"	-1.63502511820658	4.12057344524659e-29	203204.121212121	71069.7272727273	332243.842304913
"LRTOMT"	"LRTOMT"	1.63442281266098	4.30212297215563e-29	106880.606060606	354643.333333333	174688.100776486
"TMCO3"	"TMCO3"	-1.63135183870109	5.44564964459022e-29	172352.060606061	61177.0303030303	281166.850973619
"DHX58"	"DHX58"	1.63086929462672	5.65741149934663e-29	30608.1515151515	104174.242424242	49917.894471343
"ARFGEF2"	"ARFGEF2"	-1.63061791888733	5.74177686838907e-29	153251.878787879	54593.5757575758	249895.259654664
"RAB14"	"RAB14"	1.63052565197962	5.75055673681924e-29	459302.575757576	1517370.39393939	748904.631793042
"EEFSEC"	"EEFSEC"	1.62858835092129	6.66153844011868e-29	271797.272727273	938795.666666667	442645.872175813
"STK32C"	"STK32C"	1.62769999103108	7.16455519082299e-29	23528.9090909091	81270.3939393939	38298.0051162439
"ZNF134"	"ZNF134"	1.62487374488045	8.82587095960461e-29	148878.545454545	484385.242424242	241908.839685082
"POLN"	"POLN"	1.6245116629658	9.05467882485764e-29	181775.212121212	599457.121212121	295295.952128992
"ZNF254"	"ZNF254"	-1.6231029424339	1.01007555504635e-28	143438.484848485	49662.7878787879	232815.426815836
"BCORL1"	"BCORL1"	-1.62043788478702	1.23319282436481e-28	271917.545454545	96210.3636363636	440625.492192842
"DAGLA"	"DAGLA"	-1.62029818395899	1.24922226344261e-28	96535.9696969697	33870.6363636364	156417.05638672
"CHCHD10"	"CHCHD10"	-1.61742882790673	1.5425220075713e-28	3407033.81818182	1191593.66666667	5510634.7151804
"UIMC1"	"UIMC1"	1.61465761490605	1.90376370268027e-28	156178.696969697	513898.757575758	252175.122348225
"FAAH"	"FAAH"	-1.61232428679988	2.28088895649095e-28	100746.151515152	35496.4848484848	162435.466889499
"KLHL13"	"KLHL13"	-1.60615125668385	3.61872547593602e-28	1168333.42424242	409549.303030303	1876520.19757272
"BRMS1"	"BRMS1"	-1.60516677341531	3.90209983354853e-28	182994.424242424	65911.303030303	293736.569514205
"DDX28"	"DDX28"	-1.60385251418371	4.31227608717288e-28	120031.484848485	41515.0606060606	192512.798755446
"UBE2I"	"UBE2I"	1.60314304359371	4.52197539947432e-28	183415.393939394	605155.424242424	294041.112881939
"STK3"	"STK3"	-1.60248677333364	4.74273359372511e-28	658463.878787879	230685.636363636	1055179.65647554
"MNDA"	"MNDA"	-1.60235803419838	4.79684329625831e-28	141777.151515152	49821.6363636364	227177.757796064
"CRTC2"	"CRTC2"	-1.60074729740195	5.41562320457446e-28	104657.090909091	37528.4242424242	167529.555426677
"DBT"	"DBT"	-1.59982974262878	5.76464413287502e-28	804287.96969697	292076.848484849	1286723.81555973
"ZNF133"	"ZNF133"	1.59821125561079	6.49945842401556e-28	826943.545454545	2755411.63636364	1321630.48210015
"GSR"	"GSR"	1.59674831350036	7.24667761140468e-28	445286.696969697	1416660.18181818	711010.78241051
"RUNX3"	"RUNX3"	-1.59523030832116	8.11874323737854e-28	442674.303030303	157880.272727273	706167.464908886
"FAM184A"	"FAM184A"	1.59371755552382	9.1439985411096e-28	24532.5757575758	79695.4242424242	39097.9966670665
"ST6GALNAC6"	"ST6GALNAC6"	1.59234973978312	1.01058543727948e-27	28640	96288.6060606061	45604.8965473886
"VANGL1"	"VANGL1"	-1.59017893994403	1.18173361768808e-27	375895.909090909	129905.818181818	597741.75824748
"RPUSD1"	"RPUSD1"	-1.58660954231353	1.54266387072015e-27	317886.060606061	117784.424242424	504361.057126034
"UBXN11"	"UBXN11"	1.58277858266549	2.05256180326104e-27	118951.303030303	384219.666666667	188273.574816516
"UBE2V2"	"UBE2V2"	1.58121023509839	2.30199845080416e-27	301447.333333333	991787.03030303	476651.608809782
"LAIR1"	"LAIR1"	-1.57700938518446	3.14640733944723e-27	1002318.84848485	365190.818181818	1580666.23100789
"POLR2C"	"POLR2C"	-1.5746681815402	3.76412149873657e-27	84767.5454545455	30576.3333333333	133480.756654535
"MLXIPL"	"MLXIPL"	1.57349452793105	4.08781218602109e-27	52721.5757575758	165230.575757576	82957.1109584478
"KCNJ12"	"KCNJ12"	1.57335985554994	4.13115276642996e-27	33267.9090909091	106441.636363636	52342.3926417213
"RFXAP"	"RFXAP"	-1.571899881365	4.57377407683072e-27	916855.515151515	339398.393939394	1441205.07549551
"ANKRD50"	"ANKRD50"	-1.5710538374679	4.87616316719196e-27	170691	62433.2424242424	268164.750571233
"PARP12"	"PARP12"	1.57100269018934	4.88814270415109e-27	48753.4848484848	152941.090909091	76591.855853075
"MRPL4"	"MRPL4"	-1.56561931819824	7.26474019979731e-27	438253.424242424	161115.636363636	686138.027260467
"NCAPH"	"NCAPH"	-1.56431686228414	7.980058992564e-27	1925217.48484848	716716.454545455	3011650.17511274
"ANKMY2"	"ANKMY2"	-1.56183479700171	9.58567672025156e-27	457370.848484849	169008.666666667	714337.706297834
"UBASH3B"	"UBASH3B"	1.56107452036063	1.01350159041926e-26	80821.0303030303	256035.454545455	126167.651115355
"SSX2IP"	"SSX2IP"	-1.55811985968667	1.26063827303274e-26	172535.303030303	62075.303030303	268830.682148573
"TTC31"	"TTC31"	1.55801663236661	1.26842816973572e-26	49509.2727272727	164134.060606061	77136.2703654655
"RASGEF1A"	"RASGEF1A"	-1.55745394835701	1.31725752252817e-26	308989.606060606	113933.121212121	481237.081960369
"ARPC1B"	"ARPC1B"	1.5569231534599	1.37416658215225e-26	27176.5757575758	83903.3333333333	42311.8400287268
"ZHX1"	"ZHX1"	-1.55638086844231	1.42808172673411e-26	81303.2424242424	30368.1515151515	126538.811051418
"C2CD4D"	"C2CD4D"	1.55412925597638	1.67466162248192e-26	127096.03030303	405688.393939394	197523.6590124
"ADCY3"	"ADCY3"	1.55144437585676	2.03913669063276e-26	95721.696969697	314305.96969697	148506.888411102
"GPSM3"	"GPSM3"	1.55100267733468	2.11256538486851e-26	27901.2121212121	88645.1212121212	43274.8547008828
"PSMD5"	"PSMD5"	1.54765045963909	2.69047408017053e-26	59829.9090909091	196279.272727273	92595.7863047103
"INTS8"	"INTS8"	-1.54717088152626	2.77945163187536e-26	244377.484848485	90962.3636363636	378093.7286582
"ITSN1"	"ITSN1"	-1.5426072698914	3.90634322103957e-26	69492.2424242424	24828.0606060606	107199.238364692
"FOSB"	"FOSB"	1.5418142738927	4.10377866483205e-26	109089.181818182	344182.606060606	168195.257654549
"TMEM104"	"TMEM104"	1.54027034450137	4.58405371204003e-26	206872.515151515	645002.818181818	318639.600180289
"PALM"	"PALM"	1.53550457261879	6.48966706410588e-26	153510.212121212	472545.121212121	235715.632655802
"ABCB4"	"ABCB4"	1.53532935065527	6.56106907653907e-26	162309.545454545	505214.181818182	249198.60902788
"CNFN"	"CNFN"	-1.53406252594482	7.20424512171686e-26	145915.03030303	54440	223842.779959981
"ZNF507"	"ZNF507"	-1.53320349418256	7.64049618920514e-26	340165.545454545	126861.787878788	521543.002891426
"ZFP36L2"	"ZFP36L2"	-1.53030114204943	9.4655427140921e-26	95322.303030303	35905.4848484848	145871.829190055
"ZNF561"	"ZNF561"	-1.52963405118058	9.88479511378957e-26	248908.666666667	94672.6060606061	380739.172167291
"MAP3K7"	"MAP3K7"	1.529379853295	1.01049718243213e-25	25694.1515151515	82789.6666666667	39296.117674782
"RPS6KA2"	"RPS6KA2"	1.52830874742566	1.08921035703607e-25	30351.4545454545	93888.4242424242	46386.3934789104
"ZNF841"	"ZNF841"	-1.52792745659246	1.11618111369915e-25	123518.454545455	45807.1515151515	188727.238095868
"C2orf76"	"C2orf76"	1.5248355936081	1.39385611112626e-25	53330.4545454545	171948.545454545	81320.1753142079
"CSK"	"CSK"	-1.5240556362442	1.47704892659028e-25	91160.5757575758	33229.0909090909	138933.789286599
"STX16"	"STX16"	1.51704388086545	2.44007143803497e-25	137816.575757576	412624.090909091	209073.79293486
"VTA1"	"VTA1"	1.51691275066658	2.457471227919e-25	300319.424242424	939324.848484849	455558.36390618
"RND2"	"RND2"	-1.51552015979111	2.72248848965204e-25	139429.757575758	52429.9393939394	211308.608480849
"MSTO1"	"MSTO1"	-1.51469561024418	2.88799490694242e-25	106992.666666667	40409.9696969697	162061.322528319
"PCDHB13"	"PCDHB13"	-1.5140629229838	3.01385753582661e-25	144329.636363636	54642.303030303	218524.151105916
"IL15"	"IL15"	-1.5133915015322	3.14743944813003e-25	1929964.54545455	733147.333333333	2920791.94134937
"WNT3"	"WNT3"	-1.51326221483456	3.17598804906704e-25	310593.515151515	119054.484848485	470009.430651432
"LIPE"	"LIPE"	-1.51236110612429	3.38196744738552e-25	478715.333333333	179603.181818182	723990.451038659
"NEDD8"	"NEDD8"	-1.51152908093734	3.58443933275196e-25	581963.121212121	219372.515151515	879654.181745183
"C1QB"	"C1QB"	1.51014399198165	3.95165356676548e-25	868690.03030303	2745063.78787879	1311847.03015648
"TNRC6A"	"TNRC6A"	-1.50948235376049	4.15843643886667e-25	103462.96969697	39156.4242424242	156175.527025232
"TEX264"	"TEX264"	1.50860438268645	4.41593215692255e-25	49755.2121212121	152032.878787879	75060.9310675546
"AES"	"AES"	-1.50479005839791	5.79227161238881e-25	282755.545454545	106197.484848485	425487.733756877
"PMM2"	"PMM2"	-1.50162535382345	7.25534526189227e-25	371672.393939394	144205.727272727	558112.690055653
"ADAM8"	"ADAM8"	1.49963555688087	8.35346228954328e-25	159684.393939394	492953.393939394	239468.395030487
"HINT1"	"HINT1"	1.49670417083302	1.03332294832539e-24	32555.3636363636	96665.0909090909	48725.748537531
"SLC25A19"	"SLC25A19"	-1.49662562014537	1.03512205985601e-24	165334.181818182	62584.5757575758	247443.372394864
"TTC30B"	"TTC30B"	1.49325954525872	1.31584020203103e-24	44432.8181818182	133758.333333333	66349.7298727452
"CNOT10"	"CNOT10"	-1.49101122779141	1.54530583530681e-24	83064.3333333333	33132.2121212121	123849.853629008
"RGL3"	"RGL3"	-1.48950191778367	1.70888672531238e-24	1407097.78787879	547145.03030303	2095874.85355461
"TRAPPC9"	"TRAPPC9"	-1.48890405161515	1.78397744940514e-24	207396.121212121	80756.1818181818	308792.925161995
"ATAD5"	"ATAD5"	1.4858475574308	2.21614748550079e-24	56832.9696969697	171675.848484848	84445.1292057808
"SMOX"	"SMOX"	-1.48561371797138	2.24679052524727e-24	257801.848484848	99840.696969697	382993.962627471
"COPS7B"	"COPS7B"	1.4853975305585	2.28630964489785e-24	31321.3636363636	96503	46524.6761991794
"CLDN12"	"CLDN12"	-1.48341267246684	2.62377206097272e-24	136519.242424242	52460.7878787879	202514.374247694
"GTF2F1"	"GTF2F1"	-1.48331890470711	2.63875181121435e-24	113750.848484848	43865.3333333333	168728.78398405
"SLC26A11"	"SLC26A11"	1.48225872954913	2.83614789353154e-24	59660.5151515152	182693.121212121	88432.3193927315
"ROM1"	"ROM1"	1.48195820176096	2.89225437375662e-24	60918	189820.848484848	90277.9297348744
"FAM120A"	"FAM120A"	-1.47851218779094	3.67721589254257e-24	4194684.21212121	1628931.72727273	6201891.73155546
"FBXL6"	"FBXL6"	1.47614548364245	4.34122142261934e-24	2772443.93939394	8250627.39393939	4092530.59978824
"KIF16B"	"KIF16B"	-1.4757947405967	4.45142041143742e-24	253564.03030303	97896.5151515152	374208.462325714
"MESP1"	"MESP1"	1.47309593680435	5.37476795258089e-24	154314.424242424	492095.848484849	227319.951341818
"KLHL22"	"KLHL22"	1.47304758432526	5.38895023156953e-24	87373	264118.393939394	128704.586585251
"CRAT"	"CRAT"	1.46703456381638	8.26767647365895e-24	24342.4242424242	72160.696969697	35711.1777307182
"GADD45G"	"GADD45G"	-1.46414667449851	1.00777501351888e-23	121433.424242424	49922.9393939394	177796.344277512
"SPRY3"	"SPRY3"	-1.46335837328292	1.06716773987971e-23	75115.1212121212	28807.9696969697	109920.341585919
"ALDH5A1"	"ALDH5A1"	1.46289230455353	1.09944907704524e-23	31449.7575757576	91960.696969697	46007.6083376499
"TBC1D8"	"TBC1D8"	1.46169597268543	1.18864603239617e-23	127583.363636364	384528.787878788	186488.088808934
"ZNF454"	"ZNF454"	-1.46074841420637	1.27090882211243e-23	155562.515151515	59816.8181818182	227237.69731753
"MTMR14"	"MTMR14"	-1.46060032489892	1.28066573143472e-23	212723.424242424	84124	310703.902562095
"RAB11FIP1"	"RAB11FIP1"	-1.45742201888073	1.60472496186757e-23	79299.6666666667	30665.4848484848	115573.080289902
"FAR2"	"FAR2"	-1.45703912976568	1.6392868046273e-23	180882.727272727	71768.7878787879	263553.211535098
"MOCS2"	"MOCS2"	1.45598586841577	1.76673882709854e-23	31699.0303030303	106053.848484848	46153.3401636955
"ASB14"	"ASB14"	-1.45434260102615	1.97571197502471e-23	132017.939393939	51766.1212121212	191999.313360295
"HIPK2"	"HIPK2"	-1.45381455165144	2.04063313834101e-23	569522.333333333	219263.454545455	827979.855690484
"FAM104A"	"FAM104A"	1.45270506753133	2.20079084280925e-23	330066.272727273	1022708.78787879	479488.947012086
"GNAZ"	"GNAZ"	-1.452651796528	2.20462242073953e-23	2817655.18181818	1117938.36363636	4093071.8618646
"SYPL2"	"SYPL2"	-1.45253210032143	2.21988275409073e-23	1371165.12121212	554907.121212121	1991661.35340173
"SRRM5"	"SRRM5"	-1.45215439354178	2.27522902013879e-23	2429815.24242424	986802.727272727	3528466.87978114
"LBH"	"LBH"	-1.4504785685464	2.5693839441707e-23	72648.0606060606	29868.3939393939	105374.454955551
"NAGA"	"NAGA"	-1.44961169978288	2.70871907176995e-23	1586226.87878788	631113.181818182	2299413.04200099
"DNAJA4"	"DNAJA4"	-1.44925639248575	2.77669745620693e-23	257386.333333333	101415.212121212	373018.788921801
"BBS9"	"BBS9"	1.44749694359576	3.1333501845805e-23	103032.96969697	308863	149139.908725958
"E2F4"	"E2F4"	-1.4451724044459	3.68770034662344e-23	113395.03030303	44812.3939393939	163875.368595246
"CTTN"	"CTTN"	1.44422424255054	3.91706786055305e-23	500011.060606061	1464046.6969697	722128.095270678
"SCUBE3"	"SCUBE3"	1.44429753509351	3.91751003325981e-23	24133.6363636364	73481.0909090909	34856.1515128432
"CALM3"	"CALM3"	-1.43580529723228	7.00853484995303e-23	390116.181818182	157769.636363636	560130.880390578
"SERAC1"	"SERAC1"	-1.43370033578035	8.11109817754976e-23	143882.090909091	57979.1212121212	206283.802049142
"TMEM98"	"TMEM98"	-1.43243230866447	8.83237401692752e-23	201197.575757576	79374.6060606061	288201.907940118
"MFAP3"	"MFAP3"	1.43126395806327	9.54264535687079e-23	235137.96969697	683935.242424242	336544.501199446
"TOX4"	"TOX4"	-1.43038262188056	1.01284395075247e-22	447469.787878788	179068.060606061	640053.008398397
"DUSP2"	"DUSP2"	-1.42965679641859	1.06350252275631e-22	336822.757575758	134310.333333333	481540.944556633
"SOX5"	"SOX5"	1.42821437870023	1.17788128534064e-22	30233.0303030303	87358.4545454545	43179.2485904678
"ZSCAN12P1"	"ZSCAN12P1"	1.42134431610873	1.87889891331468e-22	94004.1212121212	276215.696969697	133612.223375645
"DNAJB12"	"DNAJB12"	1.42095468231995	1.92735305280196e-22	80781.1818181818	232960.181818182	114786.398547885
"STS"	"STS"	1.41731238099723	2.47730792790152e-22	33933.8181818182	97233.303030303	48094.8206435999
"BTBD19"	"BTBD19"	1.41280494189666	3.3549962263461e-22	98169.5151515152	279442.333333333	138694.376149659
"ZDHHC15"	"ZDHHC15"	1.41236823563384	3.45901112504793e-22	42087	121846.96969697	59442.3419331213
"ALG2"	"ALG2"	1.41159184247592	3.64748825799752e-22	29629.4848484848	84973.3333333333	41824.7391088851
"M6PR"	"M6PR"	1.40894762818563	4.34085961523496e-22	172772.242424242	500373.848484849	243427.04117995
"TPD52L1"	"TPD52L1"	-1.40837937831821	4.52950916760813e-22	68582.2727272727	28695.3636363636	96589.858627286
"MAPK8IP1"	"MAPK8IP1"	-1.40636167679373	5.16060236602853e-22	407990.727272727	170097.606060606	573782.523323564
"GGCX"	"GGCX"	1.40328839339044	6.36347492986637e-22	52320.5757575758	150028.727272727	73420.8566961111
"ZNF230"	"ZNF230"	-1.39936728672999	8.30485711726008e-22	82799.8787878788	34548.1212121212	115867.441720966
"TNRC6C"	"TNRC6C"	-1.39850272254718	8.74943220934407e-22	1308505.15151515	546429.575757576	1829948.01686095
"GK"	"GK"	1.39419545171992	1.17520543190744e-21	29461.3939393939	83272.303030303	41074.9414316319
"QPCTL"	"QPCTL"	-1.39284439555618	1.2836792948235e-21	107548.242424242	43716.2121212121	149797.966712523
"RCE1"	"RCE1"	-1.38852900669169	1.71764385012907e-21	70036	28721.7575757576	97247.0175126592
"VWA5B2"	"VWA5B2"	1.38822393618133	1.75042892265204e-21	26795.2121212121	75176.3636363636	37197.7548417227
"RNF175"	"RNF175"	1.38798301779036	1.7662004534473e-21	308336.484848485	870133.787878788	427965.804734871
"GLT8D1"	"GLT8D1"	-1.38774106288014	1.79723728969999e-21	148594.909090909	58792.9393939394	206211.257080396
"PHYHD1"	"PHYHD1"	-1.3852342367941	2.12779085878856e-21	84842.9696969697	35418.3939393939	117527.386375527
"SLC23A1"	"SLC23A1"	-1.38303465912216	2.45974077768183e-21	110359.121212121	46091.2424242424	152630.489586627
"CREBZF"	"CREBZF"	-1.38224867360067	2.58825494536628e-21	119953.242424242	49394.3636363636	165805.210235009
"RPL35A"	"RPL35A"	1.38194294358289	2.63939158915285e-21	36839.6363636364	111272.454545455	50910.2755168869
"LSM14B"	"LSM14B"	1.38178453703725	2.65305619610354e-21	379948.181818182	1076644.60606061	525006.522511781
"COX15"	"COX15"	1.37607342405748	3.8925214031349e-21	51841.3939393939	149601.818181818	71337.5644660946
"ALDH16A1"	"ALDH16A1"	-1.37337511710401	4.64309922353228e-21	417559.878787879	178895.606060606	573466.347428239
"ZZEF1"	"ZZEF1"	1.37307570888875	4.72755794780685e-21	291972.606060606	824996.818181818	400900.493042761
"C16orf74"	"C16orf74"	-1.37279328021544	4.83583777636274e-21	76642.303030303	31494.7272727273	105214.038580236
"MRPL42"	"MRPL42"	1.37247924263288	4.91392345882104e-21	66236.6060606061	189404.696969697	90908.3669206331
"TYRO3"	"TYRO3"	-1.37249267440528	4.91455136504924e-21	89171.0606060606	36746.1818181818	122386.627450768
"PGBD1"	"PGBD1"	-1.37209134555641	5.033881028631e-21	116195.787878788	48131.4545454545	159431.234938594
"SNX27"	"SNX27"	1.37178397862413	5.1272559024142e-21	48806.6363636364	138153.454545455	66952.1618141702
"CIT"	"CIT"	1.36920768358476	6.05908643606921e-21	587851.272727273	1687332.3030303	804890.479423261
"ZNF644"	"ZNF644"	1.3675592692975	6.79113049826974e-21	25549.2424242424	71368.3636363636	34940.1033008017
"RASSF8"	"RASSF8"	1.3667805563948	7.11290731233392e-21	66522.5454545455	184845.545454545	90921.7216891623
"EIF2B3"	"EIF2B3"	1.36656191478203	7.21778015216611e-21	41378	118209.575757576	56545.598909851
"APC"	"APC"	-1.36562891858317	7.65664375619956e-21	165596.303030303	70267.9696969697	226143.100228643
"FAM120B"	"FAM120B"	1.36496031954833	8.00524709519549e-21	38742.303030303	107272.909090909	52881.7063242807
"ARID4A"	"ARID4A"	-1.36395206979443	8.52283438022236e-21	275295.121212121	116724.090909091	375489.350381582
"SRP54"	"SRP54"	1.36320463652672	8.93678343605427e-21	179696.363636364	503034.212121212	244962.916076083
"TDP2"	"TDP2"	1.36237274956256	9.42293292266632e-21	605207.96969697	1700843.21212121	824518.845733237
"TNFRSF12A"	"TNFRSF12A"	-1.36183081062665	9.7586613139168e-21	448327.090909091	193497.727272727	610545.645638613
"UTRN"	"UTRN"	1.3594461561568	1.14197963160543e-20	87268.6363636364	247684.060606061	118637.012257591
"CCDC36"	"CCDC36"	1.35903448643122	1.17382725037261e-20	45814.6666666667	126390.303030303	62263.711984351
"PPP4R1"	"PPP4R1"	-1.35887779692834	1.1801679698188e-20	3541790.63636364	1527634.96969697	4812860.65712325
"GALK2"	"GALK2"	-1.35836267415499	1.21983968121585e-20	657321.303030303	278957.424242424	892880.722963282
"PAF1"	"PAF1"	1.35701970696651	1.33440911014785e-20	49098.2121212121	133977.757575758	66627.2414253067
"ZNF615"	"ZNF615"	-1.35662270759908	1.36830964625599e-20	123307.666666667	49944.9696969697	167281.980621058
"ARHGAP9"	"ARHGAP9"	1.35259912418022	1.77665965436587e-20	162578.333333333	452930.818181818	219903.311277347
"PPP2R2A"	"PPP2R2A"	-1.34731483429932	2.51321382925887e-20	204959.212121212	87216.1212121212	276144.58691721
"CEPT1"	"CEPT1"	-1.34495942436429	2.93855295883358e-20	77128.2121212121	32890.2727272727	103734.315776792
"JAK2"	"JAK2"	-1.34459568703105	2.99951251410768e-20	109881.03030303	47651.5757575758	147745.559431983
"PSMB6"	"PSMB6"	-1.34381306062729	3.14321361468556e-20	667400.545454545	281086.484848485	896861.569651594
"CAPN12"	"CAPN12"	-1.3430742991777	3.30326229224737e-20	119350.757575758	51075	160296.935087388
"PKP4"	"PKP4"	1.34093660065043	3.79300203017841e-20	46657.303030303	125794.181818182	62564.4853209715
"C10orf88"	"C10orf88"	-1.33861550819168	4.39593047044453e-20	490938.363636364	216024.212121212	657177.707129881
"NECAB3"	"NECAB3"	-1.33770133145876	4.67284361930971e-20	115725.727272727	48794.8787878788	154806.459456761
"ZNF512B"	"ZNF512B"	-1.33613936395002	5.15964441889338e-20	169936.212121212	72071.0303030303	227058.462375713
"DTYMK"	"DTYMK"	-1.3338014368855	5.99371841546993e-20	219955.515151515	105127.121212121	293376.982159982
"PHF2"	"PHF2"	-1.33371478054253	6.02827864160004e-20	127668.818181818	55251.6363636364	170273.789823488
"IRAK4"	"IRAK4"	1.33363743584435	6.05991151502327e-20	33615.1818181818	92565.303030303	44830.4648854416
"SLC38A1"	"SLC38A1"	-1.33196777278015	6.72453546543275e-20	228520.666666667	98675.8484848485	304382.163414236
"CBX2"	"CBX2"	-1.33116459109738	7.07423483230595e-20	227677.878787879	97922.4242424242	303076.730418585
"CCNC"	"CCNC"	-1.32956942199758	7.83959295702696e-20	172284.333333333	73983.6060606061	229063.981489238
"GPBP1L1"	"GPBP1L1"	1.32935570078883	7.93616342291948e-20	71030.4848484848	193634.454545455	94424.7799631279
"NUP160"	"NUP160"	1.32904154003186	8.11584134099498e-20	26171.9090909091	69164	34783.5543637557
"DDI2"	"DDI2"	1.32877310923556	8.2524448079288e-20	24791.3939393939	73358.303030303	32942.1376071321
"SERPINA1"	"SERPINA1"	1.32812709281025	8.56658411397912e-20	48213.5151515152	137801.272727273	64033.6757123448
"ZNF672"	"ZNF672"	1.32725129506994	9.037581183363e-20	103559.242424242	285053.454545455	137449.138624038
"ZFAND1"	"ZFAND1"	-1.32499345157064	1.04251648437497e-19	994626.939393939	425109.151515151	1317874.18145272
"NLRX1"	"NLRX1"	1.3250149280487	1.04251648437497e-19	63817.2424242424	172874.818181818	84558.7988790239
"MON2"	"MON2"	-1.32360098810157	1.14428167316218e-19	72055.8484848485	31135.1515151515	95373.1922530423
"PREPL"	"PREPL"	-1.32341388831636	1.15502397240563e-19	97783.6666666667	41575.4242424242	129408.262517164
"DBR1"	"DBR1"	1.32235420469047	1.22926654482108e-19	161970.181818182	432257.666666667	214181.950961753
"SLAMF6"	"SLAMF6"	-1.32239998908171	1.22926654482108e-19	118408.212121212	51124.1818181818	156583.018416276
"ARRDC3"	"ARRDC3"	-1.32142713815602	1.30618606897178e-19	121481.787878788	52900.1515151515	160529.331294743
"FAH"	"FAH"	-1.32101659376208	1.33608114203106e-19	504171.03030303	218536.242424242	666018.297124427
"LAPTM4B"	"LAPTM4B"	-1.32088745101696	1.34987994543039e-19	97914.9696969697	42641.9090909091	129334.654739434
"BMPER"	"BMPER"	1.31970915325219	1.4492512370772e-19	240311.03030303	638557.575757576	317140.666318373
"TBCCD1"	"TBCCD1"	1.31892908926026	1.52640763916001e-19	41973.7575757576	112906.060606061	55360.409852225
"CDH1"	"CDH1"	-1.31742992898855	1.68165689178157e-19	77116.9696969697	33060.5454545455	101596.203911691
"ERI1"	"ERI1"	-1.31637733945754	1.79257825362789e-19	140392.757575758	60380.5151515152	184809.844696683
"IFFO1"	"IFFO1"	1.31516897630681	1.93061653870289e-19	190010.333333333	515965.454545455	249895.695577715
"PLEKHO2"	"PLEKHO2"	-1.31412696380424	2.06418902167058e-19	183077.757575758	79862.1515151515	240587.417703118
"TMEM19"	"TMEM19"	-1.31280802599073	2.24110108082139e-19	198400.363636364	86231.1515151515	260461.589741299
"PHC2"	"PHC2"	1.31280645592947	2.24110108082139e-19	63337.9090909091	166453.939393939	83150.4159596193
"IPCEF1"	"IPCEF1"	-1.31270608596906	2.25331453857861e-19	143354.878787879	61676.0303030303	188182.821838205
"THAP7"	"THAP7"	-1.31233635636474	2.29774334357162e-19	36065986.7878788	16229113.4242424	47330705.6899038
"SLC25A24"	"SLC25A24"	1.31239503975098	2.29980819457209e-19	25028.1515151515	74088.0606060606	32846.8219026209
"MEGF8"	"MEGF8"	1.30916961442573	2.80805425236636e-19	369582.696969697	980561.818181818	483846.43689024
"MARK1"	"MARK1"	-1.30680500423977	3.27217708269019e-19	127185.939393939	52780.4848484848	166207.222068936
"ANKRD28"	"ANKRD28"	-1.30577569189088	3.48658552259598e-19	150752.484848485	66208.8787878788	196848.9302073
"AURKB"	"AURKB"	1.30541942833427	3.5652212350395e-19	44265.7575757576	119057.484848485	57785.3799493287
"CA14"	"CA14"	-1.30371001198074	3.95798361041848e-19	1364208.93939394	596256.96969697	1778532.8527215
"NPLOC4"	"NPLOC4"	-1.30326504715665	4.06674828759242e-19	993018.939393939	435782.96969697	1294166.87487669
"ZNF212"	"ZNF212"	-1.30140394041448	4.59647290747949e-19	72644.7878787879	31208.7575757576	94540.2131960285
"SDS"	"SDS"	-1.30131301129787	4.5993313627346e-19	223727.151515152	96607.2727272727	291139.053247277
"TPH1"	"TPH1"	-1.2991544020387	5.26043407116713e-19	4322866.36363636	1893729	5616070.86574322
"CCNT1"	"CCNT1"	-1.29822575221348	5.57596950640353e-19	561598.909090909	247026.060606061	729082.166196813
