"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"DACT2"	"DACT2"	1.50378450903381	0.00169117733141194	580.275862068965	1472.18965517241	872.609852345552
"CLNS1A"	"CLNS1A"	1.50381589891475	0.00169498802580594	174.689655172414	501.051724137931	262.701080824212
"MYL2"	"MYL2"	-1.50266191246287	0.00170449167512789	15169.775862069	5574.87931034483	22795.0444085296
"MAP4K2"	"MAP4K2"	-1.50254178524482	0.00171006060641607	710.327586206897	200.586206896552	1067.29687948795
"CNNM2"	"CNNM2"	1.50202445761086	0.00171212788411647	146171.862068966	438296.5	219553.711842108
"RORB"	"RORB"	-1.50148525465593	0.00172019790979259	9501.58620689655	3566.10344827586	14266.4915854973
"TMEM107"	"TMEM107"	-1.50055407988034	0.00173376469007307	131535.948275862	44533.0344827586	197376.803836274
"TMEM72"	"TMEM72"	-1.50027170855405	0.00173765012207218	10715.1724137931	3942.06896551724	16075.6700246926
"KIAA1210"	"KIAA1210"	1.4991284873327	0.00175602824237025	1211.51724137931	3502.31034482759	1816.22000944645
"DYRK4"	"DYRK4"	1.49816557802373	0.00176975539627282	16597.4655172414	45333.1034482759	24865.7515203668
"KCNJ14"	"KCNJ14"	-1.49839780410407	0.00177355784281066	622.5	233.431034482759	932.752633054781
"NFKB1"	"NFKB1"	1.4968291544007	0.00179491143981848	234.948275862069	599.603448275862	351.677429086522
"SPHKAP"	"SPHKAP"	-1.49632809566456	0.00179696620518506	11639508.0689655	4193557.22413793	17416522.9433075
"ZNF781"	"ZNF781"	1.49548142772356	0.00181016773945578	58739.3965517241	159098.120689655	87843.6766187928
"NCOA4"	"NCOA4"	-1.49440239966073	0.00182840191384414	6311.51724137931	2301.58620689655	9431.94651101729
"RASL10A"	"RASL10A"	-1.49430536078089	0.00182935514563515	2884.60344827586	1109.48275862069	4310.47839648566
"MRPS23"	"MRPS23"	-1.49379613359614	0.0018354092751924	372438.517241379	139499.827586207	556347.217057451
"DOCK11"	"DOCK11"	1.49306456074703	0.00184694178003202	16937.9827586207	47844.8448275862	25289.5017874407
"OR2J3"	"OR2J3"	1.49277507225639	0.00185304784012685	819.327586206897	2443.15517241379	1223.07179670165
"ZIC1"	"ZIC1"	-1.49219363496519	0.00185908027323201	14892.3620689655	5494.8275862069	22222.2878889074
"SNORD111B"	"SNORD111B"	-1.49219157152833	0.00185908027323201	6398.41379310345	2454.48275862069	9547.65913321955
"ACOT6"	"ACOT6"	-1.49217081276902	0.00185980855665422	2301.39655172414	850.637931034483	3434.07676309003
"RRP8"	"RRP8"	1.49092842148521	0.00187800131833506	6820053.20689655	23747750.7068966	10168211.1622034
"C7orf25"	"C7orf25"	-1.49056571937387	0.00188317782686859	223731.310344828	82003.0862068966	333486.221550596
"SETD2"	"SETD2"	1.49020237910985	0.00188709192708218	47326.2068965517	135510.172413793	70525.6261114863
"AGR2"	"AGR2"	1.49052080027789	0.00188709192708218	384.465517241379	1154.43103448276	573.053850437873
"PIGG"	"PIGG"	-1.48828745430496	0.00192092073848653	5662.63793103448	2088.56896551724	8427.63299103002
"KRTAP4-2"	"KRTAP4-2"	-1.48662749023841	0.00194994842879927	4608.75862068965	1769.56896551724	6851.50726139049
"SEC14L4"	"SEC14L4"	-1.4861379177751	0.00197087305396	576.879310344828	148.51724137931	857.3222170834
"PHOSPHO1"	"PHOSPHO1"	1.48525103646447	0.00197598956704846	386.034482758621	1180.91379310345	573.358115628267
"OR5W2"	"OR5W2"	1.48358079498306	0.00200324215980674	1044.70689655172	2933.81034482759	1549.90708811049
"GADD45GIP1"	"GADD45GIP1"	-1.48371880025952	0.0020045253851088	646.51724137931	251.103448275862	959.249785726406
"GIMAP7"	"GIMAP7"	1.48325678542723	0.00200697220137788	466.534482758621	1160.89655172414	691.990437187507
"PCDHB19P"	"PCDHB19P"	1.48299695178168	0.0020135903188698	431.189655172414	1297.36206896552	639.452944260485
"SLC17A8"	"SLC17A8"	-1.48082900782978	0.00204979355535663	3410.43103448276	1256.87931034483	5050.26520506499
"FKBP1A"	"FKBP1A"	1.48082997919349	0.00205175930609678	372.224137931034	1124.39655172414	551.200662427729
"POU1F1"	"POU1F1"	-1.47993557872103	0.00206859830402689	1109.18965517241	394.275862068966	1641.52923423897
"PTPRO"	"PTPRO"	1.47851052851724	0.00208887485917025	662520.793103448	1956348.96551724	979543.967965043
"CHRNA2"	"CHRNA2"	1.47781133953239	0.0021012375791523	31348.3793103448	88725.8448275862	46326.9904207901
"LNX1"	"LNX1"	-1.47662226025775	0.00212323026951399	166723898.482759	62191695.7586207	246188219.816594
"PIK3R1"	"PIK3R1"	-1.47677801660604	0.00212415807895602	983.586206896552	383.689655172414	1452.53848778174
"CTSB"	"CTSB"	1.47537897604046	0.00214517091853998	570622.5	1587140.9137931	841884.439755647
"TSNAX-DISC1"	"TSNAX-DISC1"	-1.47515874240813	0.002148182002928	168632.551724138	65957.8275862069	248759.782930453
"ABHD15"	"ABHD15"	-1.47579932528511	0.00215400016517882	347.086206896552	128.51724137931	512.2295899537
"TIMM8B"	"TIMM8B"	-1.47470354343892	0.00215466042741689	26042.8275862069	9735.91379310345	38405.4501225481
"ABHD12B"	"ABHD12B"	-1.47338292002175	0.00218136128428963	3384.36206896552	1233.05172413793	4986.46126758328
"KIF23"	"KIF23"	-1.47321008790624	0.00218196209667761	17422.9137931034	7123.05172413793	25667.6123607208
"BRIP1"	"BRIP1"	-1.47236735060842	0.00219810009464961	7344.48275862069	2969.65517241379	10813.7766208995
"PPP3CC"	"PPP3CC"	-1.47227233693322	0.00220331765452324	1453.56896551724	432.172413793103	2140.04937775567
"GLRB"	"GLRB"	1.47181852018248	0.00220594475133389	24581.775862069	69107.3965517241	36179.9129727679
"ARNTL2"	"ARNTL2"	-1.47027016681281	0.00223500104340345	4308927.27586207	1641480.53448276	6335287.22466601
"ASTE1"	"ASTE1"	-1.47039763814822	0.00223500104340345	2904.86206896552	1024.36206896552	4271.30232535326
"COL4A4"	"COL4A4"	1.4699729875718	0.00224001437635581	5708.87931034483	15202.4482758621	8391.89837551443
"MCM5"	"MCM5"	1.46973143961722	0.00225037708795484	283.379310344828	795.724137931035	416.49148175084
"NAP1L6"	"NAP1L6"	-1.46927404031093	0.0022513662034259	123245.706896552	45873.7068965517	181081.717722874
"SIGLEC9"	"SIGLEC9"	1.46887298724159	0.00225826100704282	40969.724137931	106003.844827586	60179.3210809465
"FLRT3"	"FLRT3"	1.4680779550593	0.00227364744865414	16789.8965517241	46339.2068965517	24648.8769953123
"TAS2R40"	"TAS2R40"	-1.46866677011226	0.0022738397441185	455.172413793103	141.965517241379	668.496598809718
"FHIT"	"FHIT"	1.46788815465923	0.00228057974506901	330.775862068966	922.758620689655	485.541969778231
"FAM174B"	"FAM174B"	-1.46663807141563	0.00229983716501305	9962.27586206897	3681.72413793103	14611.0530572553
"OR5K2"	"OR5K2"	-1.46609446993631	0.00232453328073083	461.844827586207	159.672413793103	677.108147692828
"TET3"	"TET3"	-1.46566958297837	0.00232453328073083	438.551724137931	174	642.771922631686
"RNF133"	"RNF133"	1.46503422112522	0.00232963306795181	24830.8275862069	73631.3103448276	36378.0121526532
"KCNJ16"	"KCNJ16"	1.46374710648412	0.00235720232012369	1632.55172413793	4472.27586206897	2389.64286239257
"EFR3B"	"EFR3B"	1.46347728869696	0.00235952149250623	72895.4827586207	216136.965517241	106680.883465842
"RNF138"	"RNF138"	-1.46384206949785	0.00235952149250623	924.068965517241	314.862068965517	1352.6910268415
"PHGR1"	"PHGR1"	-1.46313942138452	0.00236480021356212	51640.4310344828	19532.1896551724	75557.1503838402
"SNORD116-29"	"SNORD116-29"	-1.46286434498395	0.0023676344010563	283957.224137931	109480.413793103	415390.898691995
"HDAC4"	"HDAC4"	-1.46303134693611	0.0023676344010563	2051.24137931034	748.068965517241	3001.03043806349
"DAG1"	"DAG1"	-1.46169974056541	0.00238711203225623	243117.327586207	92565.3620689655	355364.534659715
"PSMD2"	"PSMD2"	-1.46189953823466	0.00238711203225623	39897.6379310345	15456.5689655172	58326.3384680328
"AGAP1"	"AGAP1"	1.46175756079073	0.00238711203225623	16201.6034482759	47027.4310344828	23682.8163374504
"RAB1B"	"RAB1B"	-1.46209904326901	0.00238711203225623	536.586206896552	215.103448275862	784.542179734797
"DLC1"	"DLC1"	-1.46107644033288	0.00240159298061667	3529.72413793103	1307.53448275862	5157.19677880532
"EPC1"	"EPC1"	1.46078471316999	0.00240447193737057	6944.25862068965	16540.1034482759	10144.0668374024
"CLEC2L"	"CLEC2L"	1.46062879227929	0.00240640457512803	11787.7931034483	35204.5344827586	17217.5900043278
"CACNA1I"	"CACNA1I"	-1.45908474318019	0.00243940290915768	51534.4482758621	19722.1551724138	75193.1272275189
"NSMCE1"	"NSMCE1"	1.45911950546514	0.00244809211037268	116.275862068966	401.413793103448	169.660378359602
"FOXE3"	"FOXE3"	-1.45730668645614	0.00247652683052804	1454597.46551724	559615.344827586	2119794.61260042
"CKAP4"	"CKAP4"	-1.45701875003085	0.00248201244755884	15162.1379310345	5673.74137931035	22091.5192560712
"NOS2"	"NOS2"	-1.45638910175478	0.0024987378849852	1933.8275862069	639.224137931035	2816.40542122448
"ORMDL1"	"ORMDL1"	-1.45596428914308	0.00250784039604801	908.620689655172	408.948275862069	1322.91927651449
"CD300A"	"CD300A"	-1.45552622533002	0.00252495433531948	600.362068965517	168.965517241379	873.842736072698
"PODXL2"	"PODXL2"	-1.45509877128734	0.00252537620861406	1062.22413793103	362.189655172414	1545.6410379352
"ART1"	"ART1"	1.45396076529584	0.00254440758347387	209126.068965517	556619.310344828	304061.099276415
"MRPL42"	"MRPL42"	-1.45388780775116	0.00254494071776459	14785.8965517241	5643.15517241379	21497.0347232216
"C8G"	"C8G"	1.45305808306493	0.00256239101611495	225862.465517241	658602.913793103	328191.281180801
"UNC13B"	"UNC13B"	-1.45258347557067	0.00258106055973037	914.568965517241	325.913793103448	1328.48776658011
"ZNF830"	"ZNF830"	-1.45105251564108	0.00260895165625594	2964.96551724138	1151.20689655172	4302.32067258216
"DLEU2"	"DLEU2"	1.4506459260811	0.00261510264142547	20768.2413793103	60307.1896551724	30127.3647487655
"CLIP3"	"CLIP3"	1.4505066941185	0.00261692502038565	9696.15517241379	28383.8448275862	14064.3379847979
"DAGLB"	"DAGLB"	1.44943457158255	0.00263926581440083	73906.0172413793	216108.948275862	107121.936437631
"PDXK"	"PDXK"	-1.44963358784975	0.00263926581440083	1806.81034482759	724.741379310345	2619.21296273646
"ADA"	"ADA"	1.448534207439	0.00266349308016657	486.48275862069	1276.55172413793	704.68691719136
"CLPTM1"	"CLPTM1"	-1.44688686816617	0.00269731674170578	248779.586206897	95489.5862068966	359955.916350573
"CLDN20"	"CLDN20"	1.44688188963158	0.00269731674170578	4891.05172413793	14640.1034482759	7076.7741609065
"STAB2"	"STAB2"	1.44653326422306	0.00270475718496132	2439.75862068966	6769.87931034483	3529.19200150257
"TP53RK"	"TP53RK"	1.4449049207435	0.00274280741575105	55651.6551724138	158479.810344828	80411.3504061411
"PFDN1"	"PFDN1"	-1.44340768451246	0.00278290250664492	1506.89655172414	608.327586206897	2175.06606252395
"SYT9"	"SYT9"	-1.44293332670755	0.00279324395930996	1872.24137931034	709.224137931035	2701.51948184782
"CD2AP"	"CD2AP"	1.44262171625194	0.00279630959560952	2821.06896551724	7876.48275862069	4069.73535269957
"HEG1"	"HEG1"	-1.4428277620918	0.00280179957879256	667.172413793103	251.051724137931	962.614880722486
"OR51S1"	"OR51S1"	-1.44220069637148	0.00280420059108363	5621.05172413793	2121.31034482759	8106.68471089182
"THOC7"	"THOC7"	-1.44142923690515	0.00282147024787614	13576.4310344828	5177.10344827586	19569.4646259299
"GLT8D1"	"GLT8D1"	1.44116553507494	0.00282728414400972	2169.68965517241	6416.77586206897	3126.88195284311
"ZIC3"	"ZIC3"	1.44016141571691	0.0028503227493491	29410.6206896552	84777.5517241379	42356.0411295269
"GSX2"	"GSX2"	-1.44028395884375	0.00285064404807786	1467.01724137931	563.103448275862	2112.92140010583
"TMEM190"	"TMEM190"	-1.44058690229081	0.00285462092403229	487.120689655172	166.862068965517	701.739685352107
"CEBPG"	"CEBPG"	-1.43924354932775	0.00287087197113027	2877.58620689655	1181.41379310345	4141.54738591038
"UBXN2B"	"UBXN2B"	-1.43891599396134	0.00287563092982846	559335.568965517	213709.724137931	804836.896175948
"NDUFA7"	"NDUFA7"	-1.4388744703806	0.00287749982376514	3206.27586206897	1225.84482758621	4613.42848292858
"CNOT6"	"CNOT6"	1.43768436744692	0.00290459785280972	50547.1724137931	136120.827586207	72670.8795979544
"KCNS3"	"KCNS3"	1.43677983434629	0.00292735278636936	4282.51724137931	11321.1551724138	6153.03441265412
"GPR108"	"GPR108"	1.43595755588632	0.00294748254051702	5605.46551724138	14967.4827586207	8049.21056374298
"DPY19L2P1"	"DPY19L2P1"	1.43562527854136	0.00295420899624285	121361.534482759	349542.413793103	174229.686746017
"MCPH1"	"MCPH1"	-1.43541219486031	0.00295810811111312	166853.620689655	67022.3448275862	239503.721894528
"STAG3L1"	"STAG3L1"	1.43493371843838	0.00297146101919739	982.448275862069	2624.8275862069	1409.74815765613
"OR10K1"	"OR10K1"	-1.43482893275415	0.00297799969351714	790.862068965517	323.396551724138	1134.75177836953
"FCRLA"	"FCRLA"	-1.43421680450378	0.00298527977519733	9487.43103448276	4249.36206896552	13607.0330212259
"BEND6"	"BEND6"	-1.43417165208835	0.0029863808178441	4232.05172413793	1603.41379310345	6069.48861293025
"CFHR5"	"CFHR5"	-1.43194391993552	0.00304785912642251	2208.44827586207	848.068965517241	3162.37408111278
"MUC1"	"MUC1"	-1.43141955646035	0.00305639365178581	304061.206896552	120485.120689655	435239.157912659
"CLRN3"	"CLRN3"	-1.43015239244284	0.00309001604591104	145097.879310345	57920.8275862069	207512.079234072
"LAMA2"	"LAMA2"	1.43005174901073	0.00309088593846468	102471.362068966	291630.879310345	146539.350550236
"SYMPK"	"SYMPK"	-1.42968825282184	0.00309926781239044	80512.7586206897	31458.1034482759	115108.14520228
"RNF180"	"RNF180"	-1.42959408774187	0.00311204710459441	507.120689655172	212.534482758621	724.976739702613
"LTBP1"	"LTBP1"	1.42846112426569	0.00313009683588046	406723.25862069	1118233.53448276	580988.363274316
"ZNF79"	"ZNF79"	-1.42748788655874	0.00315671607392831	2352.81034482759	1039.6724137931	3358.60826661147
"CDON"	"CDON"	1.42723268590314	0.00317210391619583	231.258620689655	605.655172413793	330.059862345152
"AMIGO3"	"AMIGO3"	-1.42684948629404	0.00318546884194054	660.155172413793	246.51724137931	941.942068632974
"HADHA"	"HADHA"	1.42568772438085	0.0032026879070095	5292.12068965517	14111.8793103448	7544.91150318331
"CLSTN2"	"CLSTN2"	-1.42535504260141	0.00320981844461744	478087.568965517	184664.948275862	681444.52723005
"FAM120B"	"FAM120B"	-1.42522375635911	0.00322234659321295	884.620689655172	338.01724137931	1260.78242226333
"STARD5"	"STARD5"	1.42344331385936	0.00326225287431539	12895.0172413793	37581.6896551724	18355.3260743425
"WDR35"	"WDR35"	-1.42317310851051	0.00327088511510916	4295.89655172414	1430.27586206897	6113.8044493568
"GLRX5"	"GLRX5"	-1.42299750582056	0.0032833174343458	693.706896551724	269.465517241379	987.143183563624
"AHNAK2"	"AHNAK2"	1.42241945468253	0.00328562709126637	3815.77586206897	10845.9655172414	5427.6338209149
"SLC9A3"	"SLC9A3"	1.42281352062327	0.00328562709126637	221.293103448276	599.413793103448	314.858819606891
"C11orf54"	"C11orf54"	1.42035067221259	0.00335045809421855	369.689655172414	930.137931034483	525.088950234178
"MRPS10"	"MRPS10"	-1.41999531504856	0.00336065152734195	1292.63793103448	507.5	1835.53980612303
"PECR"	"PECR"	1.41967800040752	0.00336111201166671	8378.06896551724	22769.3448275862	11894.1601962418
"LRRC45"	"LRRC45"	-1.41893246470747	0.00338772709892094	1483.55172413793	577.931034482759	2105.05970445204
"FSCN1"	"FSCN1"	-1.41870037733182	0.0033907202278246	3639.43103448276	1097.96551724138	5163.26218189382
"SERPINB3"	"SERPINB3"	-1.41766638503177	0.00342543940451866	1147.20689655172	442.862068965517	1626.35665391799
"SNORD113-1"	"SNORD113-1"	1.41745042793253	0.00343300461756238	272.931034482759	765.103448275862	386.866211623655
"ZMYND19"	"ZMYND19"	-1.41672373193677	0.00344627212627522	2143.68965517241	811.51724137931	3037.01600839011
"PATE2"	"PATE2"	-1.41615015629483	0.00346312389008518	1464.34482758621	584.741379310345	2073.73215645573
"GAB4"	"GAB4"	1.41443549255383	0.00350892240960456	430740.5	1178466.86206897	609254.651280384
"DMBX1"	"DMBX1"	-1.41436251865438	0.00350990920670203	10353.3965517241	4128.03448275862	14643.4560235242
"ZNF286A"	"ZNF286A"	1.41343851138037	0.00353638550907595	30516.8793103448	78285.0862068966	43133.7324643883
"TOPORS"	"TOPORS"	1.413265732049	0.00353965534341551	279154.620689655	790557.896551724	394519.659363827
"TPM3"	"TPM3"	1.41308332304629	0.00354341790472127	25570.0172413793	70949.1206896552	36132.5649337991
"TYK2"	"TYK2"	1.4125589770567	0.0035639698187354	603.172413793103	1710.96551724138	852.016607816409
"TAGLN2"	"TAGLN2"	1.41115435585219	0.00360113696975213	9317412.31034483	26593601.2931034	13148306.9670139
"MYOT"	"MYOT"	-1.41067906266832	0.0036122294677738	116937.689655172	46728.9137931034	164961.550433358
"CDC23"	"CDC23"	1.41068912484435	0.0036122294677738	24342.4827586207	67157.6896551724	34339.6756992972
"SNX11"	"SNX11"	1.41041126519881	0.00362127255490887	1494.89655172414	4309.22413793103	2108.41893685858
"MYADM"	"MYADM"	1.40995414491197	0.00362697259775256	46980.8965517241	133932.034482759	66240.9098247837
"FAM25A"	"FAM25A"	-1.41001574833364	0.00362697259775256	10564.3103448276	4156.10344827586	14895.8439564908
"TINAGL1"	"TINAGL1"	1.41043350990518	0.00362697259775256	286.034482758621	942.931034482759	403.432619471154
"SEMA4G"	"SEMA4G"	-1.41014541406289	0.00363454492793798	343.448275862069	155.551724137931	484.312011174702
"HDAC8"	"HDAC8"	1.40880463602322	0.00366021999391804	378522.379310345	1056145.05172414	533264.082810954
"CTAGE1"	"CTAGE1"	-1.40840170354645	0.00367131502257069	60752.5172413793	24884.7586206897	85563.9487774937
"GGT7"	"GGT7"	1.40813927757578	0.00367772389337143	281500.310344828	781222.931034483	396391.643646324
"TBC1D2B"	"TBC1D2B"	1.40512604671158	0.00377663560713759	293609.431034483	825108.879310345	412558.259106718
"BTC"	"BTC"	-1.40382679481181	0.00381890443332763	45837.2586206897	18450.0172413793	64347.5718524427
"PSEN1"	"PSEN1"	-1.40353673857208	0.00382648000372299	74009.3448275862	28792.8275862069	103874.834463167
"FOXN4"	"FOXN4"	1.40341275501112	0.00383023347882159	1331.37931034483	3333.25862068966	1868.47470589584
"CEP120"	"CEP120"	-1.40360932694764	0.00383814868510548	523.689655172414	210.706896551724	735.055684425994
"GLP1R"	"GLP1R"	-1.40191803177754	0.00387605407287429	12443.1551724138	4803.55172413793	17444.2836084128
"TPCN2"	"TPCN2"	-1.40193390283112	0.00388042022697763	1123.46551724138	418.241379310345	1575.02439728239
"OSR1"	"OSR1"	-1.40154842925116	0.00388546490500001	4274.77586206897	1750.31034482759	5991.30539488353
"NCBP2"	"NCBP2"	1.40078250122197	0.00391236741858085	644.224137931035	1742.01724137931	902.417899278604
"SNORD114-6"	"SNORD114-6"	-1.39934316679232	0.00395631443276739	280352.086206897	110247.413793103	392308.776129592
"RAD51AP1"	"RAD51AP1"	1.39850414579478	0.0039837623709379	178689.672413793	472674.775862069	249898.247681401
"KCNMB3"	"KCNMB3"	1.39885603187737	0.00398825087777175	160.103448275862	408.534482758621	223.961674345056
"DEFB124"	"DEFB124"	-1.39791795285308	0.00400939467353492	874.413793103448	366.724137931034	1222.35873960167
"TUBA3C"	"TUBA3C"	-1.3976437174596	0.00403299754277587	600.551724137931	198.379310344828	839.357344250912
"PHC1"	"PHC1"	-1.39660648601839	0.00404291008122045	17852.224137931	7090.39655172414	24932.5320208885
"SRI"	"SRI"	1.39516283891012	0.00409200216102328	289179.810344828	800543.775862069	403452.925156181
"FAM72A"	"FAM72A"	-1.39550639431418	0.00409200216102328	690.965517241379	230.48275862069	964.24679756095
"SATB2"	"SATB2"	-1.39533657326795	0.00409863018690158	754.137931034483	263.448275862069	1052.27623646103
"GDF11"	"GDF11"	-1.39377057323965	0.00414986434733836	945.672413793103	359.258620689655	1318.05038226934
"CIC"	"CIC"	-1.39353866002687	0.00415575934244547	691.672413793103	277.448275862069	963.872248694794
"GRHL2"	"GRHL2"	-1.39312182850177	0.00415618595229854	12964.9137931034	4601.65517241379	18061.7044098161
"POLR3K"	"POLR3K"	-1.39346871097037	0.00416177397142815	558.172413793103	202.137931034483	777.795793947497
"QPRT"	"QPRT"	1.39269645038441	0.00416641337767117	9021.65517241379	25824.3793103448	12564.4271352129
"SLC10A7"	"SLC10A7"	-1.39258176567102	0.00417319766689182	1117.48275862069	480.689655172414	1556.18611310692
"SNORD116-28"	"SNORD116-28"	-1.39225670797149	0.00418375729812597	1320.41379310345	445.275862068966	1838.35496074636
"PGA3"	"PGA3"	-1.39255799818532	0.00418375729812597	537.344827586207	197.068965517241	748.283837438686
"KANK1"	"KANK1"	1.39194111293878	0.00418538356124642	2081.96551724138	5170.06896551724	2897.97339916912
"CBWD6"	"CBWD6"	-1.39020120291749	0.00424850803627312	7050.25862068965	2851.84482758621	9801.27801536213
"P2RY6"	"P2RY6"	-1.38903760417104	0.00428881790209304	1745793.5	691418.637931034	2424972.82061738
"ATAD2"	"ATAD2"	-1.38824668915469	0.00432101301030023	1982.62068965517	856.224137931035	2752.36660826338
"SDC4"	"SDC4"	-1.38796477651343	0.0043257061116265	11339.1551724138	4648.37931034483	15738.3479747304
"NTF3"	"NTF3"	-1.38729570954768	0.00434837905757267	42148.5172413793	16721.0862068966	58472.4571327618
"FTCD"	"FTCD"	-1.38756180340481	0.00435205767350425	654.431034482759	218.448275862069	908.06350641097
"TREX1"	"TREX1"	-1.3867353026293	0.00436463242983359	3976811.74137931	1618200.51724138	5514785.23368141
"AGFG1"	"AGFG1"	1.38628894911718	0.00439018207607501	291.431034482759	722.241379310345	404.007622533235
"LHX6"	"LHX6"	-1.38602953177594	0.00440004113079131	767.396551724138	316.706896551724	1063.63428327268
"GRAP2"	"GRAP2"	1.38553169612589	0.0044041386618039	10181.0344827586	27705.1551724138	14106.1459752127
"FAM161B"	"FAM161B"	-1.38545303516572	0.00441645904417548	462.931034482759	183.120689655172	641.369206796542
"PIP5KL1"	"PIP5KL1"	-1.38435882708469	0.00444464253316339	216979.603448276	91601.4137931034	300377.629330957
"LIPC"	"LIPC"	-1.38368192760363	0.00447174528128203	2450.03448275862	958.603448275862	3390.06843579881
"UBE3A"	"UBE3A"	1.38356110927466	0.00447174528128203	1977.98275862069	4323.01724137931	2736.6600196434
"CCT4"	"CCT4"	1.3824599683754	0.00450836285690973	110908.844827586	307200.913793103	153327.038112897
"KIR3DL3"	"KIR3DL3"	-1.38255798563905	0.00450836285690973	2092.10344827586	827.189655172414	2892.45432919678
"TSPAN32"	"TSPAN32"	1.38275857146902	0.00450836285690973	345.413793103448	916.327586206897	477.623883117419
"ICK"	"ICK"	-1.38217319781322	0.00451745577739307	6471.55172413793	2524.98275862069	8944.8053413654
"EIF5A2"	"EIF5A2"	1.38139913981866	0.00456220587963972	246.189655172414	724.706896551724	340.086177887424
"UBR3"	"UBR3"	-1.38056078341357	0.00459869631436968	460.258620689655	176.689655172414	635.415001952158
"KRTAP10-12"	"KRTAP10-12"	1.37964613956962	0.00460997861026901	4140.84482758621	10450.0862068966	5712.90058093615
"ARMC10"	"ARMC10"	1.37970456221859	0.00460997861026901	560.034482758621	1443.44827586207	772.682130861795
"HPX"	"HPX"	-1.37896284029832	0.00463211598305101	7762.43103448276	3130.01724137931	10704.1039469302
"CD209"	"CD209"	-1.37909701719166	0.00463211598305101	1487.31034482759	590.137931034483	2051.14526019002
"RAPGEF5"	"RAPGEF5"	1.37878096867174	0.00463506926122127	7461.24137931035	20524.0344827586	10287.4176164592
"STBD1"	"STBD1"	-1.37979507963703	0.00463710638208187	405.655172413793	113.724137931034	559.721010925863
"AKT3"	"AKT3"	-1.37859440136327	0.00463720705659396	23941.9827586207	9280.1724137931	33006.2833885705
"SIGIRR"	"SIGIRR"	-1.37816645733692	0.00465836796768705	1639.53448275862	649.206896551724	2259.55142978517
"CDCA5"	"CDCA5"	1.37845213089658	0.00465836796768705	175.672413793103	544.01724137931	242.156013132849
"SRGAP1"	"SRGAP1"	-1.3776471275119	0.00466749558232319	134510.896551724	55264.6034482759	185308.550253533
"CASC1"	"CASC1"	-1.37761529458304	0.00466856604441189	5281.89655172414	2082.98275862069	7276.42147406059
"HSP90AB1"	"HSP90AB1"	-1.37720359406399	0.00468042859445027	63251.775862069	25811	87110.5730481714
"WDR48"	"WDR48"	-1.37682516627131	0.00469902964114906	2428.10344827586	952.672413793103	3343.07393389635
"PRC1"	"PRC1"	-1.37638202797557	0.00470899403886164	94956.5	39213.6896551724	130696.420039462
"DCTN5"	"DCTN5"	-1.37594743166465	0.00472981327490712	2313.74137931034	908.948275862069	3183.58650839829
"UBE2W"	"UBE2W"	-1.37570329233271	0.00473271922283239	10838.8793103448	4435.15517241379	14911.0819524383
"CSTA"	"CSTA"	-1.3755763343384	0.00475380956586927	678.603448275862	271.551724137931	933.470843848709
"NAPSB"	"NAPSB"	-1.37400244281338	0.00479709273404953	566.965517241379	319.879310344828	779.012005680609
"EDDM3B"	"EDDM3B"	1.3737826351369	0.00481147074741471	655.413793103448	1716.24137931034	900.396087794724
"PROX1"	"PROX1"	-1.37299406805052	0.004835726800583	25663.0344827586	10050.2413793103	35235.1941130035
"PHKA1"	"PHKA1"	-1.37346360420143	0.00484938383831612	333.689655172414	136.913793103448	458.310596477836
"SLC22A8"	"SLC22A8"	1.37220338851027	0.0048633881918658	141576.965517241	413359.517241379	194272.391817761
"HUWE1"	"HUWE1"	-1.37273626587282	0.00487550103120538	333.396551724138	136.224137931034	457.665537468669
"HARBI1"	"HARBI1"	-1.3717923468806	0.00487566319676578	35289.7413793103	14349.0172413793	48410.1971475336
"SH3D19"	"SH3D19"	1.37149927229041	0.00489277209710923	498.810344827586	1222.03448275862	684.118024941964
"ZCWPW1"	"ZCWPW1"	1.37137016222853	0.00489528879978997	543.758620689655	1417.10344827586	745.694347868334
"CBX1"	"CBX1"	-1.37102328362414	0.00489707333570673	318508.155172414	124628.068965517	436682.096765551
"KRT26"	"KRT26"	1.37102992141632	0.00489707333570673	137545.724137931	367090.103448276	188579.303355978
"ACOT9"	"ACOT9"	-1.37126263143463	0.00489727722381343	952.534482758621	377.155172413793	1306.17494135981
"COX7B2"	"COX7B2"	1.36915648512945	0.00497276540746141	42680.8275862069	114990.224137931	58436.7318803472
"MST1R"	"MST1R"	1.36924970632325	0.00499778226830631	123.586206896552	342.379310344828	169.220377498708
"C12orf29"	"C12orf29"	1.36832770165369	0.00500069164670931	144920.24137931	392239.568965517	198298.38080965
"GNA13"	"GNA13"	-1.3683256296222	0.00500069164670931	48844.5	20071.0862068966	66835.1812160815
"MGAT5"	"MGAT5"	-1.36816560056204	0.0050131261980014	1396	574.431034482759	1909.95917838461
"C19orf57"	"C19orf57"	-1.36761736665856	0.00502765900470479	3717.74137931034	1720.36206896552	5084.44767508997
"CDRT4"	"CDRT4"	-1.36749396200441	0.00502855804732746	96994.4137931034	40743	132639.275210226
"NCF4"	"NCF4"	-1.36573541854249	0.00510512854575418	10709.6034482759	4448.31034482759	14626.4847478551
"IRX1"	"IRX1"	-1.36508548867993	0.00513068979306661	29114.1551724138	12523.4482758621	39743.3107410379
